type,bom_ref,license-id,group,author,name,version,purl,path,description,vcs-url,vcs-comment,website-url,website-comment,issue-tracker-url,issue-tracker-comment,distribution-url,distribution-comment,hash-alg,hash-value,author-email,deprecated-status,deprecation-reason,timestamp
library,@hapi/teamwork@6.0.1,BSD-3-Clause,@hapi,,teamwork,6.0.1,pkg:npm/%40hapi/teamwork@6.0.1?vcs_url=git%3A%2F%2Fgithub.com%2Fhapijs%2Fteamwork.git,node_modules/@hapi/teamwork,Wait for multiple callback,git://github.com/hapijs/teamwork.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/teamwork#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/teamwork/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2026-08-02T10:53:50.201Z
library,@hapi/validate@2.0.1,BSD-3-Clause,@hapi,,validate,2.0.1,pkg:npm/%40hapi/validate@2.0.1?vcs_url=git%3A%2F%2Fgithub.com%2Fhapijs%2Fvalidate.git,node_modules/@hapi/validate,Object schema validation,git://github.com/hapijs/validate.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/validate#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/validate/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2026-04-07T19:41:13.409Z
library,@hapi/topo@6.0.2,BSD-3-Clause,@hapi,,topo,6.0.2,pkg:npm/%40hapi/topo@6.0.2?vcs_url=git%3A%2F%2Fgithub.com%2Fhapijs%2Ftopo.git,node_modules/@hapi/topo,Topological sorting with grouping support,git://github.com/hapijs/topo.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/topo#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/topo/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2026-08-02T11:03:07.451Z
library,@hapi/good@9.0.1,BSD-3-Clause,@hapi,,good,9.0.1,pkg:npm/%40hapi/good@9.0.1,node_modules/@hapi/good,Server and process monitoring plugin,git://github.com/hapijs/good.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/good#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/good/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/good/-/good-9.0.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:44:37.288Z
library,@hapi/good@9.0.1|@hapi/hoek@9.3.0,BSD-3-Clause,@hapi,,hoek,9.3.0,pkg:npm/%40hapi/hoek@9.3.0,node_modules/@hapi/good/node_modules/@hapi/hoek,General purpose node utilities,git://github.com/hapijs/hoek.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/hoek#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/hoek/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/hoek/-/hoek-9.3.0.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-07-31T15:25:44.042Z
library,@hapi/good@9.0.1|@hapi/validate@1.1.3,BSD-3-Clause,@hapi,,validate,1.1.3,pkg:npm/%40hapi/validate@1.1.3,node_modules/@hapi/good/node_modules/@hapi/validate,Object schema validation,git://github.com/hapijs/validate.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/validate#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/validate/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/validate/-/validate-1.1.3.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:41:13.409Z
library,@hapi/good@9.0.1|@hapi/topo@5.1.0,BSD-3-Clause,@hapi,,topo,5.1.0,pkg:npm/%40hapi/topo@5.1.0,node_modules/@hapi/good/node_modules/@hapi/topo,Topological sorting with grouping support,git://github.com/hapijs/topo.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/topo#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/topo/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/topo/-/topo-5.1.0.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-08-02T11:03:07.451Z
library,@hapi/oppsy@3.0.0,BSD-3-Clause,@hapi,,oppsy,3.0.0,pkg:npm/%40hapi/oppsy@3.0.0,node_modules/@hapi/oppsy,An EventEmitter useful for collecting hapi server ops information,git://github.com/hapijs/oppsy.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/oppsy#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/oppsy/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/oppsy/-/oppsy-3.0.0.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:41:06.003Z
library,@hapi/oppsy@3.0.0|@hapi/hoek@9.3.0,BSD-3-Clause,@hapi,,hoek,9.3.0,pkg:npm/%40hapi/hoek@9.3.0,node_modules/@hapi/oppsy/node_modules/@hapi/hoek,General purpose node utilities,git://github.com/hapijs/hoek.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/hoek#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/hoek/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/hoek/-/hoek-9.3.0.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-07-31T15:25:44.042Z
library,pumpify@2.0.1,MIT,,Mathias Buus,pumpify,2.0.1,pkg:npm/pumpify@2.0.1,node_modules/pumpify,Combine an array of streams into a single duplex stream using pump and duplexify,git://github.com/mafintosh/pumpify.git,"as detected from PackageJson property ""repository.url""",https://github.com/mafintosh/pumpify,"as detected from PackageJson property ""homepage""",https://github.com/mafintosh/pumpify/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/pumpify/-/pumpify-2.0.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2022-06-25T01:02:30.747Z
library,duplexify@4.1.3,MIT,,Mathias Buus,duplexify,4.1.3,pkg:npm/duplexify@4.1.3,node_modules/duplexify,Turn a writable and readable stream into a streams2 duplex stream with support for async initialization and streams1/streams2 input,git://github.com/mafintosh/duplexify.git,"as detected from PackageJson property ""repository.url""",https://github.com/mafintosh/duplexify,"as detected from PackageJson property ""homepage""",https://github.com/mafintosh/duplexify/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/duplexify/-/duplexify-4.1.3.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2024-03-06T21:28:59.678Z
library,duplexify@4.1.3|readable-stream@3.6.2,MIT,,,readable-stream,3.6.2,pkg:npm/readable-stream@3.6.2,node_modules/duplexify/node_modules/readable-stream,Streams3~ a user-land copy of the stream library from Node.js,git://github.com/nodejs/readable-stream.git,"as detected from PackageJson property ""repository.url""",https://github.com/nodejs/readable-stream#readme,"as detected from PackageJson property ""homepage""",https://github.com/nodejs/readable-stream/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/readable-stream/-/readable-stream-3.6.2.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2025-01-07T09:15:39.036Z
library,end-of-stream@1.4.5,MIT,,Mathias Buus,end-of-stream,1.4.5,pkg:npm/end-of-stream@1.4.5,node_modules/end-of-stream,Call a callback when a readable/writable/duplex stream has completed or failed.,git://github.com/mafintosh/end-of-stream.git,"as detected from PackageJson property ""repository.url""",https://github.com/mafintosh/end-of-stream,"as detected from PackageJson property ""homepage""",https://github.com/mafintosh/end-of-stream/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/end-of-stream/-/end-of-stream-1.4.5.tgz,"as detected from npm-ls property ""resolved""",,,mathiasbuus@gmail.com,active,Active in npm registry,2025-06-16T13:29:00.747Z
library,once@1.4.0,ISC,,Isaac Z. Schlueter,once,1.4.0,pkg:npm/once@1.4.0?vcs_url=git%3A%2F%2Fgithub.com%2Fisaacs%2Fonce.git,node_modules/once,Run a function exactly one time,git://github.com/isaacs/once.git,"as detected from PackageJson property ""repository.url""",https://github.com/isaacs/once#readme,"as detected from PackageJson property ""homepage""",https://github.com/isaacs/once/issues,"as detected from PackageJson property ""bugs.url""",,,,,i@izs.me,active,Active in npm registry,2026-03-01T13:17:51.972Z
library,inherits@2.0.4,ISC,,,inherits,2.0.4,pkg:npm/inherits@2.0.4?vcs_url=git%3A%2F%2Fgithub.com%2Fisaacs%2Finherits.git,node_modules/inherits,Browser-friendly inheritance fully compatible with standard node.js inherits(),git://github.com/isaacs/inherits.git,"as detected from PackageJson property ""repository.url""",https://github.com/isaacs/inherits#readme,"as detected from PackageJson property ""homepage""",https://github.com/isaacs/inherits/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2023-06-09T21:33:12.982Z
library,string_decoder@1.1.1,MIT,,,string_decoder,1.1.1,pkg:npm/string_decoder@1.1.1?vcs_url=git%3A%2F%2Fgithub.com%2Fnodejs%2Fstring_decoder.git,node_modules/string_decoder,The string_decoder module from Node core,git://github.com/nodejs/string_decoder.git,"as detected from PackageJson property ""repository.url""",https://github.com/nodejs/string_decoder,"as detected from PackageJson property ""homepage""",https://github.com/nodejs/string_decoder/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2023-07-12T19:05:48.571Z
library,string_decoder@1.1.1|safe-buffer@5.1.2,MIT,,Feross Aboukhadijeh,safe-buffer,5.1.2,pkg:npm/safe-buffer@5.1.2,node_modules/string_decoder/node_modules/safe-buffer,Safer Node.js Buffer API,git://github.com/feross/safe-buffer.git,"as detected from PackageJson property ""repository.url""",https://github.com/feross/safe-buffer,"as detected from PackageJson property ""homepage""",https://github.com/feross/safe-buffer/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.1.2.tgz,"as detected from npm-ls property ""resolved""",,,feross@feross.org,active,Active in npm registry,2023-07-10T23:16:22.564Z
library,util-deprecate@1.0.2,MIT,,Nathan Rajlich,util-deprecate,1.0.2,pkg:npm/util-deprecate@1.0.2?vcs_url=git%3A%2F%2Fgithub.com%2FTooTallNate%2Futil-deprecate.git,node_modules/util-deprecate,The Node.js `util.deprecate()` function with browser support,git://github.com/TooTallNate/util-deprecate.git,"as detected from PackageJson property ""repository.url""",https://github.com/TooTallNate/util-deprecate,"as detected from PackageJson property ""homepage""",https://github.com/TooTallNate/util-deprecate/issues,"as detected from PackageJson property ""bugs.url""",,,,,nathan@tootallnate.net,active,Active in npm registry,2022-06-28T07:10:45.145Z
library,stream-shift@1.0.3,MIT,,Mathias Buus,stream-shift,1.0.3,pkg:npm/stream-shift@1.0.3,node_modules/stream-shift,Returns the next buffer/object in a stream's readable queue,git+https://github.com/mafintosh/stream-shift.git,"as detected from PackageJson property ""repository.url""",https://github.com/mafintosh/stream-shift,"as detected from PackageJson property ""homepage""",https://github.com/mafintosh/stream-shift/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/stream-shift/-/stream-shift-1.0.3.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2024-01-17T19:15:13.558Z
library,pump@3.0.4,MIT,,Mathias Buus Madsen,pump,3.0.4,pkg:npm/pump@3.0.4,node_modules/pump,pipe streams together and close all of them if one of them closes,git://github.com/mafintosh/pump.git,"as detected from PackageJson property ""repository.url""",https://github.com/mafintosh/pump#readme,"as detected from PackageJson property ""homepage""",https://github.com/mafintosh/pump/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/pump/-/pump-3.0.4.tgz,"as detected from npm-ls property ""resolved""",,,mathiasbuus@gmail.com,active,Active in npm registry,2026-02-28T13:31:05.995Z
library,@hapi/hapi@21.4.10,BSD-3-Clause,@hapi,,hapi,21.4.10,pkg:npm/%40hapi/hapi@21.4.10,node_modules/@hapi/hapi,HTTP Server framework,git://github.com/hapijs/hapi.git,"as detected from PackageJson property ""repository.url""",https://hapi.dev,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/hapi/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/hapi/-/hapi-21.4.10.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-07-22T09:05:38.416Z
library,@hapi/accept@6.0.3,BSD-3-Clause,@hapi,,accept,6.0.3,pkg:npm/%40hapi/accept@6.0.3,node_modules/@hapi/accept,HTTP Accept-* headers parsing,git://github.com/hapijs/accept.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/accept#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/accept/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/accept/-/accept-6.0.3.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:44:23.218Z
library,@hapi/ammo@6.0.1,BSD-3-Clause,@hapi,,ammo,6.0.1,pkg:npm/%40hapi/ammo@6.0.1,node_modules/@hapi/ammo,HTTP Range processing utilities,git://github.com/hapijs/ammo.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/ammo#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/ammo/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/ammo/-/ammo-6.0.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:44:24.118Z
library,@hapi/bounce@3.0.2,BSD-3-Clause,@hapi,,bounce,3.0.2,pkg:npm/%40hapi/bounce@3.0.2,node_modules/@hapi/bounce,Selective error catching and rewrite rules,git://github.com/hapijs/bounce.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/bounce#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/bounce/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/bounce/-/bounce-3.0.2.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:44:27.900Z
library,@hapi/call@9.0.1,BSD-3-Clause,@hapi,,call,9.0.1,pkg:npm/%40hapi/call@9.0.1,node_modules/@hapi/call,HTTP Router,git://github.com/hapijs/call.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/call#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/call/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/call/-/call-9.0.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:44:28.847Z
library,@hapi/heavy@8.0.1,BSD-3-Clause,@hapi,,heavy,8.0.1,pkg:npm/%40hapi/heavy@8.0.1,node_modules/@hapi/heavy,Measure process load,git://github.com/hapijs/heavy.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/heavy#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/heavy/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/heavy/-/heavy-8.0.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:40:58.912Z
library,@hapi/mimos@7.0.1,BSD-3-Clause,@hapi,,mimos,7.0.1,pkg:npm/%40hapi/mimos@7.0.1,node_modules/@hapi/mimos,Mime database interface,git://github.com/hapijs/mimos.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/mimos#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/mimos/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/mimos/-/mimos-7.0.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:41:04.578Z
library,mime-db@1.54.0,MIT,,,mime-db,1.54.0,pkg:npm/mime-db@1.54.0,node_modules/mime-db,Media Type Database,git+https://github.com/jshttp/mime-db.git,"as detected from PackageJson property ""repository.url""",https://github.com/jshttp/mime-db#readme,"as detected from PackageJson property ""homepage""",https://github.com/jshttp/mime-db/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/mime-db/-/mime-db-1.54.0.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2025-05-14T14:56:01.096Z
library,@hapi/shot@6.0.3,BSD-3-Clause,@hapi,,shot,6.0.3,pkg:npm/%40hapi/shot@6.0.3,node_modules/@hapi/shot,Injects a fake HTTP request/response into a node HTTP server,git://github.com/hapijs/shot.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/shot#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/shot/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/shot/-/shot-6.0.3.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-05-27T07:21:43.467Z
library,@hapi/somever@4.1.1,BSD-3-Clause,@hapi,,somever,4.1.1,pkg:npm/%40hapi/somever@4.1.1,node_modules/@hapi/somever,Semantic versioning rules parser,git://github.com/hapijs/somever.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/somever#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/somever/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/somever/-/somever-4.1.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:44:48.380Z
library,@hapi/statehood@8.2.1,BSD-3-Clause,@hapi,,statehood,8.2.1,pkg:npm/%40hapi/statehood@8.2.1,node_modules/@hapi/statehood,HTTP State Management Utilities,git://github.com/hapijs/statehood.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/statehood#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/statehood/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/statehood/-/statehood-8.2.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:44:50.107Z
library,@hapi/bourne@3.0.0,BSD-3-Clause,@hapi,,bourne,3.0.0,pkg:npm/%40hapi/bourne@3.0.0,node_modules/@hapi/bourne,JSON parse with prototype poisoning protection,git://github.com/hapijs/bourne.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/bourne#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/bourne/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/bourne/-/bourne-3.0.0.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-07-02T14:05:33.735Z
library,@hapi/cryptiles@6.0.3,BSD-3-Clause,@hapi,,cryptiles,6.0.3,pkg:npm/%40hapi/cryptiles@6.0.3,node_modules/@hapi/cryptiles,General purpose crypto utilities,git://github.com/hapijs/cryptiles.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/cryptiles#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/cryptiles/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/cryptiles/-/cryptiles-6.0.3.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:40:53.980Z
library,@hapi/iron@7.0.1,BSD-3-Clause,@hapi,,iron,7.0.1,pkg:npm/%40hapi/iron@7.0.1,node_modules/@hapi/iron,Encapsulated tokens (encrypted and mac'ed objects),git://github.com/hueniverse/iron.git,"as detected from PackageJson property ""repository.url""",https://github.com/hueniverse/iron#readme,"as detected from PackageJson property ""homepage""",https://github.com/hueniverse/iron/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/iron/-/iron-7.0.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:41:00.642Z
library,@hapi/b64@6.0.1,BSD-3-Clause,@hapi,,b64,6.0.1,pkg:npm/%40hapi/b64@6.0.1,node_modules/@hapi/b64,Base64 streaming encoder and decoder,git://github.com/hapijs/b64.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/b64#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/b64/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/b64/-/b64-6.0.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:44:25.095Z
library,@hapi/subtext@8.1.3,BSD-3-Clause,@hapi,,subtext,8.1.3,pkg:npm/%40hapi/subtext@8.1.3,node_modules/@hapi/subtext,HTTP payload parsing,git://github.com/hapijs/subtext.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/subtext#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/subtext/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/subtext/-/subtext-8.1.3.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-05-06T10:24:46.065Z
library,@hapi/content@6.0.2,BSD-3-Clause,@hapi,,content,6.0.2,pkg:npm/%40hapi/content@6.0.2,node_modules/@hapi/content,HTTP Content-* headers parsing,git://github.com/hapijs/content.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/content#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/content/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/content/-/content-6.0.2.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-05-06T08:40:17.168Z
library,@hapi/file@3.0.0,BSD-3-Clause,@hapi,,file,3.0.0,pkg:npm/%40hapi/file@3.0.0,node_modules/@hapi/file,General purpose file utilities,git://github.com/hapijs/file.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/file#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/file/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/file/-/file-3.0.0.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-08-02T11:08:46.407Z
library,@hapi/pez@6.1.1,BSD-3-Clause,@hapi,,pez,6.1.1,pkg:npm/%40hapi/pez@6.1.1,node_modules/@hapi/pez,Multipart parser,git://github.com/hapijs/pez.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/pez#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/pez/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/pez/-/pez-6.1.1.tgz,"as detected from npm-ls property ""resolved""",,,,active,Active in npm registry,2026-04-07T19:41:06.996Z
